iso3,year,gdp_growth,private_credit,inflation,trade_openness,unemployment,credit_gap,LPI
SLE,2011,8.10065518714917,4.64030943290693,6.79138291952621,43.7807969332619,4.388,0.938129207561241,8.504510962778726
SLE,2012,10.578331663387,3.41408221065244,6.58776239392585,53.3813447139398,4.378,0.9544789038579675,8.556708641090182
SLE,2013,14.6633238075229,3.12773073712044,5.52412877994266,53.3627646114117,4.376,0.9582969235050608,8.569507337258147
SLE,2014,-7.81501512457241,3.19014735484618,4.63931171409667,51.1187772788807,4.678,0.9574647019353842,9.157019875653727
SLE,2015,-4.36333262093788,3.3473681726433,6.68943562498681,36.4823958242319,4.483,0.955368424364756,8.7659166464272
SLE,2016,6.43743652764257,3.51808121980782,10.8860609413903,43.0672126969961,4.182,0.9530922504025624,8.167831791183517
SLE,2017,3.20786087715987,3.32767662198056,18.2215094003386,41.5213782343591,3.656,0.9556309783735926,7.149786856933854
SLE,2018,2.8938564123677,3.64060322537035,16.0295447693699,37.3774604106006,3.192,0.9514586236617286,6.229055926728238
SLE,2019,5.50270937378153,3.8596499447201,14.8049990906021,37.5619530302056,3.204,0.9485380007370653,6.243115754361557
SLE,2020,-1.2533490322766,3.61989140647132,13.4468711101052,30.6131009514507,3.509,0.951734781247049,6.848637347395894
SLE,2021,5.8968527047094,4.22614923062742,11.8739588840234,42.1435161280127,3.551,0.9436513435916344,6.901905921093894
SLE,2022,5.3135546141915,3.53787339525637,27.2082883814653,45.0542127390319,3.137,0.9528283547299151,6.126022548787743
SLE,2023,5.7100218981806,3.23642146006654,47.6428733253179,55.2867969448945,3.092,0.9568477138657795,6.050573131272991
SLE,2024,4.29322336690163,3.96782641151883,28.6337500014115,40.5454450452166,3.103,0.9470956478464156,6.041837795267428
ZAF,2000,4.20000000067826,117.095366481502,5.33895913599828,46.2207217354077,22.788,-0.5612715530866934,9.99774384826043
ZAF,2001,2.70000000019104,121.069745626228,5.70189483049608,49.170945185829,22.652,-0.6142632750163732,8.737708294329114
ZAF,2002,3.70037440406668,97.3173728340893,9.494713780996,53.4655016294369,22.579,-0.29756497112119074,15.860280517054635
ZAF,2003,2.94907546754213,102.767701183828,5.67942414068799,45.723862568979,22.679,-0.3702360157843734,14.282417398026196
ZAF,2004,4.55455990721774,112.820913420211,-0.692039437857687,45.6435752240041,22.567,-0.5042788456028133,11.18693929128131
ZAF,2005,5.27705197295467,122.283168033262,2.06285308223427,47.4277813970329,22.472,-0.6304422404434933,8.30470197275382
ZAF,2006,5.60380645895889,139.007367744321,3.2439076541923,53.7681412741145,22.304,-0.8534315699242798,3.2690622644088627
ZAF,2007,5.36047405394162,142.422045511185,6.17781214809388,57.125139137747,22.26,-0.8989606068157998,2.2491368922802963
ZAF,2008,3.1910438863288,125.955880255506,9.90998456005467,65.9745237996233,22.407,-0.67941173674008,7.183421214865026
ZAF,2009,-1.53808913525583,121.094546324717,7.23809523809527,49.5875353278801,23.523,-0.6145939509962266,9.065906490715761
ZAF,2010,3.03973288127956,124.093899905646,4.06749555950263,50.4060871625999,24.683,-0.6545853320752799,8.525870248385866
ZAF,2011,3.16855627858818,118.970675992703,5.0008533879502,54.6363504358971,24.639,-0.5862756799027067,10.19375352287721
ZAF,2012,2.39623238465745,125.167785450237,5.73797139141739,55.5826171933345,24.727,-0.66890380600316,8.187015588959863
ZAF,2013,2.48546800826588,127.029272479724,5.78016910069176,58.875027630051,24.561,-0.6937236330629866,7.522453848339987
ZAF,2014,1.41382645223793,128.838374779653,6.13282953059149,59.4995740550593,24.89,-0.7178449970620402,7.02283802312582
ZAF,2015,1.32186223678229,127.203244242731,4.51869094892506,56.7266761447156,25.149,-0.6960432565697467,7.644208140527439
ZAF,2016,0.664552307858116,124.360496111764,6.60290842394872,55.8612575048782,26.536,-0.6581399481568533,9.071598335709742
ZAF,2017,1.15794695181735,127.030283858454,5.18618655524149,53.5359318293741,27.035,-0.6937371181127199,8.279817011822619
ZAF,2018,1.55678384721676,118.380857963487,4.50987264867388,54.4855451276341,26.906,-0.5784114395131601,11.343261808458914
ZAF,2019,0.25993557687633,117.185556861489,4.10285075461156,53.8979964081406,28.468,-0.5624740914865201,12.455487563561746
ZAF,2020,-6.1689177146757,109.054691372725,3.23238831615113,50.7596590804177,29.217,-0.45406255163633347,15.950654428841245
ZAF,2021,4.85864865060148,93.1963897397387,4.61874544887136,56.1647136277546,34.007,-0.24261852986318266,25.756271654942747
ZAF,2022,2.05813661692193,91.5697287634873,7.03987272546482,64.94713440234,33.268,-0.22092971684649743,25.918110179950723
ZAF,2023,0.80610455095804,90.3724824591946,6.0752438457966,65.6798759740707,32.098,-0.2049664327892613,25.51898744033029
ZAF,2024,0.534843531905139,,4.36115246518962,61.646770473025,32.279,,
ZWE,2000,-3.05911780575599,21.5628964517436,,74.0708923168864,5.685,0.7124947139767519,9.735532448957834
ZWE,2001,1.43951727721958,27.7245460604263,,67.8980938686723,5.313,0.6303393858609827,8.6619931570794
ZWE,2002,-8.89401285792752,84.8133696679852,,66.8098183680706,5.005,-0.13084492890646926,4.350121130823121
ZWE,2003,-16.9950733355763,53.1683069517072,,70.4519675420993,4.738,0.29108924064390396,6.117180822170817
ZWE,2004,-5.80753964196205,17.0479685871403,,76.0394249806318,4.39,0.7726937521714626,7.7821255720327205
ZWE,2005,-5.71112541241364,14.9485488159473,,76.043068640646,4.632,0.8006860157873693,8.340777625127094
ZWE,2006,-3.46140290336963,,,82.8200302932942,4.767,,
ZWE,2007,-3.653250914872,,,84.1682798999008,5.008,,
ZWE,2008,-17.6689987958491,,,109.523540063377,5.401,,
ZWE,2009,13.2720546167979,7.15909146090231,,61.7764909650234,5.476,0.9045454471879693,10.429290868801319
ZWE,2010,19.6754077019323,13.5436890225327,3.02267002518892,83.1234047851259,5.469,0.819417479699564,9.950394196476918
ZWE,2011,14.1939156801139,18.9833979710852,3.4661297281749,89.4659437238642,5.368,0.7468880270521974,9.377294929216196
ZWE,2012,16.6654290410337,20.1407242084605,3.72532666110646,74.1627003825153,5.057,0.73145701055386,8.755978102370872
ZWE,2013,1.98948554025198,18.7319297666254,1.63495041543822,58.6560737143829,4.948,0.7502409364449947,8.660192153529835
